transaction_id,created_at,e2e_ref,sender_iban,receiver_iban,sender_bic,receiver_bic,amount,currency,msg_type,sender_country,receiver_country,sender_iban_len,sender_iban_valid,sender_iban_country,sender_iban_expected_len,sender_iban_len_ok,receiver_iban_len,receiver_iban_valid,receiver_iban_country,receiver_iban_expected_len,receiver_iban_len_ok,sender_bic_len,sender_bic_valid,sender_bic_country,receiver_bic_len,receiver_bic_valid,receiver_bic_country,receiver_bic_embargo,receiver_iban_embargo,both_bic_invalid,amount_decimal_places,amount_category,currency_valid,msg_type_valid,sender_country_match,receiver_country_match,currency_country_match,status,reject_reason,risk_score
TXN000040,2024-01-01 13:51:00,E2E-13E734VJ8W,FR8886674554726522847648379,PT53444556232099564389169,BREDFRAA,CGDIPTCCEUR,18650.12,EUR,pacs.009,FR,PT,27,1,FR,27,1,25,1,PT,25,1,8,1,FR,11,1,PT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1292
TXN000041,2024-01-01 12:00:00,E2E-IS9ANVPA9T,TN133146212,PT53769436208120499674994,STBATNT7,CXGPPTB3,42480.58,EUR,pacs.009,TN,PT,11,0,TN,24,0,25,1,PT,25,1,8,1,TN,8,1,PT,0,0,0,2,NORMAL,1,1,1,1,0,RJCT,AC13,0.6119
TXN000042,2024-01-01 12:06:00,E2E-XQ6WR4XX49,CA319843239955665427,CA565671411438492822,BMONCAFF,ROYLCABBBRC,1340840.92,CAD,pacs.009,CA,CA,20,1,CA,20,1,20,1,CA,20,1,8,1,CA,11,1,CA,0,0,0,2,DEPASSE_PLAFOND,1,1,1,1,1,RJCT,AM02,0.7858
TXN000043,2024-01-01 15:00:00,E2E-XNNNLS4I6F,FR2519973263824005382308702,ES6517571282523716254714,AGRIFRT7,CECAESXX,6596.7,EUR,pacs.008,FR,ES,27,1,FR,27,1,24,1,ES,24,1,8,1,FR,8,1,ES,0,0,0,1,NORMAL,1,1,1,1,1,ACCP,,0.2227
TXN000044,2024-01-01 13:01:00,E2E-M1OORM9DQT,US275111529858813516,AT986096790141513072,BOFAUSN5,SBOEATT7EUR,11225.74,USD,pacs.008,US,AT,20,1,US,20,1,20,1,AT,20,1,8,1,US,11,1,AT,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0599
TXN000045,2024-01-01 19:00:00,E2E-5DQD3FFIRK,DE63551613347153939554,EG8008345062160481754390882,MARKDEHH,ALAHEGAA,96629.34,EUR,pacs.009,DE,EG,22,1,DE,22,1,27,1,EG,27,1,8,1,DE,8,1,EG,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2183
TXN000046,2024-01-01 13:15:00,E2E-E1JGW1VNDU,CA207036468285454145,CA428693696576737549,ROYLCA2X,ROYLCAB3,6926.33,CAD,pacs.009,CA,CA,20,1,CA,20,1,20,1,CA,20,1,8,1,CA,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1823
TXN000047,2024-01-01 16:26:00,E2E-T2UIUW463S,FR5863137821177613452628219,CA903162724656606378,BREDFRPP,BMONCAK1,40520.14,EUR,pacs.008,FR,CA,27,1,FR,27,1,20,1,CA,20,1,8,1,FR,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1779
TXN000048,2024-01-01 19:45:00,E2E-E2RI8AJL0X,IT8321871699659312071192290,FR7343861298335768797019404,INTBIT3A,CAGRFR3A001,0.26,EUR,pacs.009,IT,FR,27,1,IT,27,1,27,1,FR,27,1,8,1,IT,11,1,FR,0,0,0,2,QUASI_NUL,1,1,1,1,1,RJCT,AM01,0.6978
TXN000049,2024-01-01 12:00:00,E2E-MI6TMWIO1S,CN877217663535915465,DE718041207,SZHBCNB3,COBADECC,75445.42,EUR,pacs.009,CN,DE,20,1,CN,20,1,11,0,DE,22,0,8,1,CN,8,1,DE,0,0,0,2,NORMAL,1,1,1,1,0,RJCT,AC06,0.8546
TXN000050,2024-01-01 12:05:00,E2E-YEX6SX9TL3,NL9265085953999158,US83024812,FVLBNLPP,BOFAUST7,60079.67,EUR,pacs.008,NL,US,18,1,NL,18,1,10,0,US,20,0,8,1,NL,8,1,US,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.7288
TXN000051,2024-01-01 20:30:00,E2E-VN4K31DT6D,GB67521692931953696885,GB41128435486920843978,LOYDGBR3,NWBKGBK1,22344.73,GBP,pacs.008,GB,GB,22,1,GB,22,1,22,1,GB,22,1,8,1,GB,8,1,GB,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2157
TXN000052,2024-01-01 10:33:00,E2E-V922YBRCUO,TN9572712719111142383158,KP935469596544172568,STBATNMMBRC,NKBKKPGG,38890.43,TND,pacs.008,TN,KP,24,1,TN,24,1,20,0,KP,20,1,11,1,TN,8,0,KP,1,1,0,2,NORMAL,1,1,1,1,1,RJCT,AG01,0.9884
TXN000053,2024-01-01 19:16:00,E2E-R0WT4S0PVD,IT4500818961750038348577697,TR810217762249397172080683,7DOLCXLZ33A1E,BKKDFRFMQ,78631.74,EUR,pacs.008,IT,TR,27,1,IT,27,1,26,1,TR,26,1,13,0,CX,9,0,FR,0,0,1,2,NORMAL,1,1,0,0,1,RJCT,AGNT,0.9511
TXN000054,2024-01-01 10:39:00,E2E-GMJE1ULI3J,FR7128965552098626123085171,AT3972915749,BNPAFRN5,VKBLATX2,68782.22,EUR,pacs.008,FR,AT,27,1,FR,27,1,12,0,AT,20,0,8,1,FR,8,1,AT,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.9014
TXN000055,2024-01-01 21:30:00,E2E-MDTA5VTQD5,US356187550416130061,YY9494748019924465405950,WELLUSN5XXX,CHASUSHH,92191.49,USD,pacs.008,US,US,20,1,US,20,1,24,0,YY,20,0,11,1,US,8,1,US,0,0,0,2,NORMAL,1,1,1,0,1,RJCT,AC01,0.6509
TXN000056,2024-01-01 13:30:00,E2E-1EHRP3IOGM,US227671803303985163,US649483958,WELLUSGGXXX,WELLUSGG001,73543.09,USD,pacs.009,US,US,20,1,US,20,1,11,0,US,20,0,11,1,US,11,1,US,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC06,0.7833
TXN000057,2024-01-01 12:40:00,E2E-4U65ZBQJIV,TN7718183280394343319897,TN4343934905416328095738,UIBTTNCC001,STBATN2X,17817.14,TND,pacs.009,TN,TN,24,1,TN,24,1,24,1,TN,24,1,11,1,TN,8,1,TN,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0335
TXN000058,2024-01-01 11:48:00,E2E-7J78AWAUSF,CA536122314850814848,CA219212641157222559,HKBACAK1,CIBKCAZZ,94615.14,CAD,pacs.009,CA,CA,20,1,CA,20,1,20,1,CA,20,1,8,1,CA,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.2136
TXN000059,2024-01-01 14:46:00,E2E-M4N1ZDB24H,FR3826990751264314088567283,FR7616254518432233501212779,BNPAFR3A,BNPAFRGG,89387.146,EUR,pacs.008,FR,FR,27,1,FR,27,1,27,1,FR,27,1,8,1,FR,8,1,FR,0,0,0,3,FORMAT_3DEC,1,1,1,1,1,RJCT,AM09,0.7674
TXN000060,2024-01-01 14:53:00,E2E-PGYLGRT8NE,ES4583690377893390920607,JP87393039080498753763391612637460949,CSYDES2X,YUIGJPP1,79612.95,EUR,pacs.009,ES,JP,24,1,ES,24,1,37,0,JP,20,0,8,1,ES,8,1,JP,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC01,0.6994
TXN000061,2024-01-01 17:00:00,E2E-IBQHBLCH23,TN4440701116310322074388,US557286454437747917,AMBTTNPP,CITIUSAAEUR,84731.6,EUR,pacs.009,TN,US,24,1,TN,24,1,20,1,US,20,1,8,1,TN,11,1,US,0,0,0,1,NORMAL,1,1,1,1,0,ACCP,,0.1637
TXN000062,2024-01-01 21:13:00,E2E-0AHZBZ6S5R,EG2639890712705942123126079,FR4659050458795899691926388,BCAIEGK1,BNPAFRMM,72330.44,EGP,pacs.008,EG,FR,27,1,EG,27,1,27,1,FR,27,1,8,1,EG,8,1,FR,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.0521
TXN000063,2024-01-01 20:24:00,E2E-E47215LUFP,JP806804564515174960,DE67831771787750002880,MHCBJPHH,HYVEDEBB,3513720.25,JPY,pacs.008,JP,DE,20,1,JP,20,1,22,1,DE,22,1,8,1,JP,8,1,DE,0,0,0,2,DEPASSE_PLAFOND,1,1,1,1,1,RJCT,AM02,0.8349
TXN000064,2024-01-01 19:33:00,E2E-FHC9508E9S,BE71255866362522,ES9424102979961305907602,NICABEAA001,BKIAESN5BRC,0.1,EUR,pacs.009,BE,ES,16,1,BE,16,1,24,1,ES,24,1,11,1,BE,11,1,ES,0,0,0,1,QUASI_NUL,1,1,1,1,1,RJCT,AM01,0.584
TXN000065,2024-01-01 15:28:00,E2E-2GYIWFKLZP,TR601190082287755363569983,ES2082093688137034615944,ZBBATRCCXXX,BBVAESAA,53620.2,EUR,pacs.008,TR,ES,26,1,TR,26,1,24,1,ES,24,1,11,1,TR,8,1,ES,0,0,0,1,NORMAL,1,1,1,1,0,ACCP,,0.017
TXN000066,2024-01-01 15:35:00,E2E-M2ZZ0I0CF9,IT1968279371851541610450579,JP847414141283207314,BCITITT7001,BOTKJPGG,38473.32,EUR,pacs.008,IT,JP,27,1,IT,27,1,20,1,JP,20,1,11,1,IT,8,1,JP,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1686
TXN000067,2024-01-01 17:54:00,E2E-KE9G1ZEBB9,CN404896031644475804,CN990800877930709427,ABOCCNZZ,SZHBCNR3,44913.99,CNY,pacs.009,CN,CN,20,1,CN,20,1,20,1,CN,20,1,8,1,CN,8,1,CN,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1852
TXN000068,2024-01-01 13:35:00,E2E-IYLUI3LPTK,EG2448066623857850844467759,TN1523727807473505005924,AAIBEGR3,UIBTTNPP,27764.81,EGP,pacs.009,EG,TN,27,1,EG,27,1,24,1,TN,24,1,8,1,EG,8,1,TN,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1377
TXN000069,2024-01-01 14:48:00,E2E-TCG5O396LK,DE81644681258073858051,CA491208137913525472,COBADEP1XXX,BMONCAX2XXX,116788.08,EUR,pacs.009,DE,CA,22,1,DE,22,1,20,1,CA,20,1,11,1,DE,11,1,CA,0,0,0,2,ELEVE,1,1,1,1,1,RJCT,AM04,0.8177
TXN000070,2024-01-01 11:27:00,E2E-SUSIQPCFLR,MA4359525271513837032094,JP400851286769029258,CIHMMA3A,MHCBJPP1,37628.65,MAD,pacs.008,MA,JP,24,1,MA,24,1,20,1,JP,20,1,8,1,MA,8,1,JP,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1411
TXN000071,2024-01-01 17:20:00,E2E-G89WLW8JUZ,TN8627505860895521283081,CA383676850112044301,AMBTTNFF,BMONCAXXEUR,83030.45,EUR,pacs.009,TN,CA,24,1,TN,24,1,20,1,CA,20,1,8,1,TN,11,1,CA,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.0446
TXN000072,2024-01-02 00:34:00,E2E-H8OI7E27WL,TR58728433,DE32644472707865034263,ISBKTRK1,SSKMDEK1,7829.96,EUR,pacs.009,TR,DE,10,0,TR,26,0,22,1,DE,22,1,8,1,TR,8,1,DE,0,0,0,2,NORMAL,1,1,1,1,0,RJCT,AC13,0.69
TXN000073,2024-01-01 15:12:00,E2E-FXBKJMVD6G,JP672872848263916544,PT82097035571160763661993,YUIGJPM9BRC,CGDIPTR3,0.13,EUR,pacs.008,JP,PT,20,1,JP,20,1,25,1,PT,25,1,11,1,JP,8,1,PT,0,0,0,2,QUASI_NUL,1,1,1,1,0,RJCT,AM01,0.741
TXN000074,2024-01-01 15:18:00,E2E-RXHAREK2XE,JP323113476130038588,CA657250392319529574,BOTKJPAA001,BOFMCABB,90872.91,EUR,pacs.008,JP,CA,20,1,JP,20,1,20,1,CA,20,1,11,1,JP,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.0954
TXN000075,2024-01-01 20:20:00,E2E-QU6B63OV45,MA4678847355174632162189,US800023271919443301,CIHMMAT7,GSCMUSX2,44950.79,EUR,pacs.008,MA,US,24,1,MA,24,1,20,1,US,20,1,8,1,MA,8,1,US,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.0233
TXN000076,2024-01-01 19:15:00,E2E-9ZDAD0158K,GB70319500351603715138,CA853774447148769033,CITIGBK1001,BOFMCAN5,10160.96,GBP,pacs.008,GB,CA,22,1,GB,22,1,20,1,CA,20,1,11,1,GB,8,1,CA,0,0,0,2,NORMAL,1,1,1,1,1,ACCP,,0.1837
TXN000077,2024-01-01 18:08:00,E2E-ZVG5AF5LE8,NL9659387792766528,FR6474014677848759370163664,INGBNLN5,AGRIFRFF,1009755.45,EUR,pacs.008,NL,FR,18,1,NL,18,1,27,1,FR,27,1,8,1,NL,8,1,FR,0,0,0,2,DEPASSE_PLAFOND,1,1,1,1,1,RJCT,AM02,0.9093
TXN000078,2024-01-01 19:33:00,E2E-ZBXJ2V8GDX,US783646321335865937,TN7404079726742769300145,BOFAUSX2,BNAATNHH,49168.92,EUR,pacs.008,US,TN,20,1,US,20,1,24,1,TN,24,1,8,1,US,8,1,TN,0,0,0,2,NORMAL,1,1,1,1,0,ACCP,,0.2438
TXN000079,2024-01-01 14:30:00,E2E-A1P7D0YRNY,ES6793663645020266149575,YY959105947078488139259562,BKIAES2XBRC,CREBBEMM,73558.95,EUR,pacs.009,ES,BE,24,1,ES,24,1,26,0,YY,16,0,11,1,ES,8,1,BE,0,0,0,2,NORMAL,1,1,1,0,1,RJCT,AC01,0.6989
TXN000080,2024-01-02 03:45:00,E2E-WJ5OYIBJRL,US26504800,US253269888430563228,GSCMUSXX,WELLUSM9,94763.41,USD,pacs.008,US,US,10,0,US,20,0,20,1,US,20,1,8,1,US,8,1,US,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC13,0.8846
TXN000081,2024-01-01 20:00:00,E2E-0SX081AT19,PT748127,NL3080668094169572,TOTAPTCC,AEGONLR3,46534.78,EUR,pacs.008,PT,NL,8,0,PT,25,0,18,1,NL,18,1,8,1,PT,8,1,NL,0,0,0,2,NORMAL,1,1,1,1,1,RJCT,AC13,0.7508
